,gene_id,Gene name,description,Datasets with neurite TPM > 10,Mean TPM in neurites,Studies with neurite ribosome association,primary motor neurons B,neuroblastoma line CAD,Ascl1 induced neurons B,primary dorsal root ganglia,primary cortical neurons B,primary cortical neurons C,primary motor neurons C,neuroblastoma line N2A,hippocampal tissue B,hippocampal tissue C,iPSC derived motor neurons,Ascl1 induced neurons A,induced mixed neurons,hippocampal tissue A,cortical tissue,primary hippocampal neurons,primary cortical neurons A,primary motor neurons A,cortical growth cones,neuroblastoma line N1E,Zappulo2017_loc.translation,Shigeoka2016_loc.translation,Ouwenga2017_loc.translation,Ainsley2014_loc.translation
9316,ENSMUSG00000022339,Ebag9,estrogen receptor-binding fragment-associated gene 9 [Source:MGI Symbol;Acc:MGI:1859920],4,18.20356977,1,,,,,,,21.18042874,10.16838998,25.77613509,,19.77978242,,,,,,,,,,,,,0.378694925
9317,ENSMUSG00000014767,Tbp,TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838],4,18.13199553,0,27.66540123,,,,17.42946113,,,,,,18.55694794,12.07966611,,,,,,,,,,,,
9318,ENSMUSG00000026172,Bcs1l,BCS1-like (yeast) [Source:MGI Symbol;Acc:MGI:1914071],4,18.10794847,0,,20.18534469,,,15.47301404,,,18.57402894,,,18.53360027,,,,,,,,,,,,,
9319,ENSMUSG00000041540,Sox5,SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367],4,18.10017219,1,,,,,12.06628646,,15.47800562,,,12.94182781,44.40650328,,,,,,,,,,0.504883546,,,
9320,ENSMUSG00000028438,Kif24,kinesin family member 24 [Source:MGI Symbol;Acc:MGI:1918345],4,18.08630518,1,15.58389558,18.62679773,,,,,,11.32521983,,,32.54906737,,,,,,,,,,,,,0.551589515
9321,ENSMUSG00000033792,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]",4,18.07262715,0,,,,10.16864906,,,18.1934452,,,,54.47052773,10.58632849,,,,,,,,,,,,
9322,ENSMUSG00000020053,Igf1,insulin-like growth factor 1 [Source:MGI Symbol;Acc:MGI:96432],4,18.0668232,0,53.10720779,,,11.19977068,13.24903975,,,,,13.52010849,,,,,,,,,,,,,,
9323,ENSMUSG00000027848,Olfml3,olfactomedin-like 3 [Source:MGI Symbol;Acc:MGI:1914877],4,18.04619425,1,,,,16.97845741,,,17.65035728,24.41450894,,14.49581999,,,,,,,,,,,0.20661157,,,
9324,ENSMUSG00000040296,Ddx58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 [Source:MGI Symbol;Acc:MGI:2442858],4,18.0376281,1,,,,22.66228507,10.03094283,,10.40918506,,,,44.73583319,,,,,,,,,,0.995492111,,,
9325,ENSMUSG00000117406,Ntn3,netrin 3 [Source:MGI Symbol;Acc:MGI:1341188],4,18.02890058,0,,12.69471369,,,,,13.03410999,16.41117221,,,,,,38.90747802,,,,,,,,,,
9326,ENSMUSG00000021958,Pinx1,"PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919650]",4,18.01175164,0,24.33446636,,22.29825963,,19.10937331,,,,,,10.15043279,,,,,,,,,,,,,
9327,ENSMUSG00000042763,Maneal,"mannosidase, endo-alpha-like [Source:MGI Symbol;Acc:MGI:2684896]",4,17.99165889,1,,18.87368518,,,,,,11.80236291,,10.15242242,46.33290002,,,,,,,,,,,0.293312476,,
9328,ENSMUSG00000025646,Atrip,ATR interacting protein [Source:MGI Symbol;Acc:MGI:1925349],4,17.97389576,1,,,11.84796289,,12.08223867,,,,,,11.7118288,,,62.25196483,,,,,,,,0.971842002,,
9329,ENSMUSG00000048410,Zfp407,zinc finger protein 407 [Source:MGI Symbol;Acc:MGI:2685179],4,17.97152906,0,11.6832376,,,,,,16.02109353,,,,49.11583049,11.34653511,,,,,,,,,,,,
9330,ENSMUSG00000039154,Shd,src homology 2 domain-containing transforming protein D [Source:MGI Symbol;Acc:MGI:1099461],4,17.91207762,1,,10.37459161,,,22.22208578,,,17.42028603,25.63142424,,,,,,,,,,,,,0.246773563,,
9331,ENSMUSG00000036098,Myrf,myelin regulatory factor [Source:MGI Symbol;Acc:MGI:2684944],4,17.90098679,1,,,,,,,,,28.34218353,16.24860824,13.2162319,,16.8713861,,,,,,,,0.561983471,,,
9332,ENSMUSG00000037493,Cib2,calcium and integrin binding family member 2 [Source:MGI Symbol;Acc:MGI:1929293],4,17.85700913,0,,,,,11.01412975,,11.13330229,,21.64945426,,38.30131991,,,,,,,,,,,,,
9333,ENSMUSG00000020175,Rab36,"RAB36, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1924127]",4,17.83712337,0,,19.07257219,,,10.06507441,,,13.55314007,,,,,,38.90747802,,,,,,,,,,
9334,ENSMUSG00000025218,Poll,"polymerase (DNA directed), lambda [Source:MGI Symbol;Acc:MGI:1889000]",4,17.80270678,1,,11.76844664,,,,,,19.61396807,25.34625618,,17.16902876,,,,,,,,,,,0.995307,,
9335,ENSMUSG00000019990,Pde7b,phosphodiesterase 7B [Source:MGI Symbol;Acc:MGI:1352752],4,17.79251036,1,,,,18.84689511,,,15.84006423,,,10.78522202,,,,31.12598241,,,,,,,0.055597295,,,
9336,ENSMUSG00000033998,Kcnk1,"potassium channel, subfamily K, member 1 [Source:MGI Symbol;Acc:MGI:109322]",4,17.77206136,0,11.03521982,,,,,,,,29.48534025,29.44411516,,10.41275323,,,,,,,,,,,,
9337,ENSMUSG00000021759,Plpp1,phospholipid phosphatase 1 [Source:MGI Symbol;Acc:MGI:108412],4,17.7481655,1,,26.61160833,,,,,10.22815576,22.79545796,15.99179088,,,,,,,,,,,,,0.242080563,,
9338,ENSMUSG00000029270,Dipk1a,divergent protein kinase domain 1A [Source:MGI Symbol;Acc:MGI:1914516],4,17.70265533,0,,,,,15.88623329,,13.66771256,,41.66680529,,10.8554212,,,,,,,,,,,,,
9339,ENSMUSG00000030727,Rabep2,"rabaptin, RAB GTPase binding effector protein 2 [Source:MGI Symbol;Acc:MGI:1917564]",4,17.696049,0,,35.62971222,,,14.00948085,,,16.92719493,,,11.60608901,,,,,,,,,,,,,
9340,ENSMUSG00000070462,Tlnrd1,talin rod domain containing 1 [Source:MGI Symbol;Acc:MGI:1891420],4,17.6959557,0,,13.3780727,,,,,,22.49767894,11.62412188,,28.02881058,,,,,,,,,,,,,
9341,ENSMUSG00000020526,Znhit3,"zinc finger, HIT type 3 [Source:MGI Symbol;Acc:MGI:3051596]",4,17.67383521,1,,13.55741625,,,32.41539226,,,13.58521066,,,,16.34288094,,,,,,,,,,,,0.726157278
9342,ENSMUSG00000004446,Bid,BH3 interacting domain death agonist [Source:MGI Symbol;Acc:MGI:108093],4,17.6703895,1,,11.35333719,,,14.57530049,,,11.41791597,,,51.60081891,,,,,,,,,,,0.142745405,,
9343,ENSMUSG00000059475,Zfp426,zinc finger protein 426 [Source:MGI Symbol;Acc:MGI:1920248],4,17.6680779,0,11.12522132,,,,17.80205977,,21.633002,,,,22.7437209,,,,,,,,,,,,,
9344,ENSMUSG00000037395,Rcor3,REST corepressor 3 [Source:MGI Symbol;Acc:MGI:2441920],4,17.6590966,0,12.27040517,,11.42982305,,,,,13.98503776,,,49.58061106,,,,,,,,,,,,,
9345,ENSMUSG00000001946,Esam,endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774],4,17.61062165,0,,,43.07487223,,,,,,13.99974248,14.40935831,,11.06904265,,,,,,,,,,,,
9346,ENSMUSG00000025956,Mettl21a,methyltransferase like 21A [Source:MGI Symbol;Acc:MGI:1914349],4,17.59880405,0,,,19.557626,,11.33551109,,,,,,33.11715366,13.06538996,,,,,,,,,,,,
9347,ENSMUSG00000025226,Fbxl15,F-box and leucine-rich repeat protein 15 [Source:MGI Symbol;Acc:MGI:1915681],4,17.5897678,0,,,,,,,,17.55974083,22.97063558,,15.24952233,,,15.56299121,,,,,,,,,,
9348,ENSMUSG00000046613,Vwa5b2,von Willebrand factor A domain containing 5B2 [Source:MGI Symbol;Acc:MGI:2681859],4,17.58416204,0,,31.9613088,,,,10.09772518,10.59021437,27.97266574,,,,,,,,,,,,,,,,
9349,ENSMUSG00000019996,Map7,microtubule-associated protein 7 [Source:MGI Symbol;Acc:MGI:1328328],4,17.57115502,0,,,10.66500836,,,,22.44763388,,14.04061611,28.35850329,,,,,,,,,,,,,,
9350,ENSMUSG00000018372,Cep95,centrosomal protein 95 [Source:MGI Symbol;Acc:MGI:2443502],4,17.54886991,0,14.95944145,,10.03441802,,,,12.12896347,,,,52.09132001,,,,,,,,,,,,,
9351,ENSMUSG00000072258,Taf1a,"TATA-box binding protein associated factor, RNA polymerase I, A [Source:MGI Symbol;Acc:MGI:109578]",4,17.53502615,0,,,,,10.88567808,,,10.07720784,,,22.15118114,,,38.90747802,,,,,,,,,,
9352,ENSMUSG00000050288,Fzd2,frizzled class receptor 2 [Source:MGI Symbol;Acc:MGI:1888513],4,17.52242089,0,,10.89674514,,,,,15.02543235,,21.0636407,,27.3350091,,,,,,,,,,,,,
9353,ENSMUSG00000083367,Gm8806,predicted gene 8806 [Source:MGI Symbol;Acc:MGI:3643511],4,17.50278424,0,28.7426407,11.99401059,,24.37724245,11.16742092,,,,,,,,,,,,,,,,,,,
9354,ENSMUSG00000078896,Zfp965,zinc finger protein 965 [Source:MGI Symbol;Acc:MGI:3779822],4,17.48913684,0,,,10.88542487,,21.0717875,,,,,27.6368994,,14.75833698,,,,,,,,,,,,
9355,ENSMUSG00000002603,Tgfb1,"transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]",4,17.48787261,0,14.5627608,20.86822995,,20.52699566,,,,14.99316099,,,,,,,,,,,,,,,,
9356,ENSMUSG00000020023,Tmcc3,transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900],4,17.48668289,0,,,,,,,16.92624006,18.32128876,14.22891713,21.19050818,,,,,,,,,,,,,,
9357,ENSMUSG00000114102,Gm48048,"predicted gene, 48048 [Source:MGI Symbol;Acc:MGI:6097366]",4,17.4861705,0,25.52307701,23.30090229,,10.69040176,,,,14.70547434,,,,,,,,,,,,,,,,
9358,ENSMUSG00000042757,Tmem108,transmembrane protein 108 [Source:MGI Symbol;Acc:MGI:1932411],4,17.46053006,0,13.00650503,24.46975345,,,10.58663046,,,27.58555553,,,,,,,,,,,,,,,,
9359,ENSMUSG00000023262,Acy1,aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913],4,17.45485845,0,,23.1062556,,,11.1917066,,,19.88785673,18.04892967,,,,,,,,,,,,,,,
9360,ENSMUSG00000027560,Dok5,docking protein 5 [Source:MGI Symbol;Acc:MGI:1924079],4,17.42769653,0,17.77901406,,,,23.94865952,,13.30565395,,,,16.28301597,,,,,,,,,,,,,
9361,ENSMUSG00000043683,Fem1a,feminization 1 homolog a (C. elegans) [Source:MGI Symbol;Acc:MGI:1335089],4,17.37107239,1,,14.03830168,,,,,19.37013569,,15.77017611,,21.23355654,,,,,,,,,,,0.261243645,,
9362,ENSMUSG00000000275,Trim25,tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749],4,17.3652098,1,,20.71148602,,,,,,15.4827688,,,19.10026348,,14.84639092,,,,,,,,,,,0.39431121
9363,ENSMUSG00000020828,Pld2,phospholipase D2 [Source:MGI Symbol;Acc:MGI:892877],4,17.34575619,0,,16.15853644,,,,,17.92190124,,,10.40131079,30.05375734,,,,,,,,,,,,,
9364,ENSMUSG00000039043,Arpin,actin-related protein 2/3 complex inhibitor [Source:MGI Symbol;Acc:MGI:1917670],4,17.34570105,1,,11.88393275,,,,,18.37447451,12.37462176,,,33.50120148,,,,,,,,,,,0.473992961,,
9365,ENSMUSG00000002820,Atg4d,"autophagy related 4D, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2444308]",4,17.32428579,0,,12.34379479,,,,,,19.02208415,25.65020793,,14.95628304,,,,,,,,,,,,,
9366,ENSMUSG00000051550,Zfp579,zinc finger protein 579 [Source:MGI Symbol;Acc:MGI:1915740],4,17.31891428,0,20.26431625,20.63745911,,,,,,20.09535912,10.70529645,,,,,,,,,,,,,,,
9367,ENSMUSG00000058581,Gm5801,predicted pseudogene 5801 [Source:MGI Symbol;Acc:MGI:3646055],4,17.30976271,0,,25.68477691,16.72213529,,,,,19.49226575,,,,10.72345178,,,,,,,,,,,,
9368,ENSMUSG00000029389,Ddx55,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:MGI Symbol;Acc:MGI:1915098],4,17.28387472,1,,,11.92323851,,19.9186963,,,11.9706356,,,31.39005573,,,,,,,,,,,0.199452483,,
9369,ENSMUSG00000031596,Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 [Source:MGI Symbol;Acc:MGI:99828]",4,17.26119848,1,,,,10.71547927,,,14.12028583,,,16.66210551,35.21265865,,,,,,,,,,0.445529677,,,
9370,ENSMUSG00000043831,Lysmd4,"LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]",4,17.25228529,0,,,13.26188272,,12.33027729,,,,,,17.04505153,,31.78411914,,,,,,,,,,,
9371,ENSMUSG00000021028,Mbip,MAP3K12 binding inhibitory protein 1 [Source:MGI Symbol;Acc:MGI:1918320],4,17.24542893,0,13.38684819,,,,20.87090214,,,,,,27.98755372,11.31127346,,,,,,,,,,,,
9372,ENSMUSG00000030218,Mgp,matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976],4,17.2136261,1,,,,29.33455889,12.45373172,,,,23.42685806,10.25879491,,,,,,,,,,,,0.006648416,,
9373,ENSMUSG00000059921,Unc5c,unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412],4,17.19400409,0,,15.14461116,,,,,,17.13440742,,15.90773088,21.17252486,,,,,,,,,,,,,
9374,ENSMUSG00000049305,Ccdc71,coiled-coil domain containing 71 [Source:MGI Symbol;Acc:MGI:1919704],4,17.13962175,0,,21.86008198,,,,,17.55984263,20.46030503,,,10.98804486,,,,,,,,,,,,,
9375,ENSMUSG00000057157,Gm6054,predicted gene 6054 [Source:MGI Symbol;Acc:MGI:3645581],4,17.11617787,0,,14.97828469,,14.36584409,18.1446583,,,21.98290788,,,,,,,,,,,,,,,,
9376,ENSMUSG00000048402,Gli2,GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728],4,17.10749773,0,22.0940147,,,14.84246655,,,,,,12.71706386,20.53895744,,,,,,,,,,,,,
9377,ENSMUSG00000057098,Ebf1,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275],4,17.10621385,0,19.38757347,,16.65401051,15.60286865,,,,,,,16.99686575,,,,,,,,,,,,,
9378,ENSMUSG00000021876,Rnase4,"ribonuclease, RNase A family 4 [Source:MGI Symbol;Acc:MGI:1926217]",4,17.04302464,0,,,29.31375703,14.63106554,,,,,,12.28602031,,16.01135251,,,,,,,,,,,,
9379,ENSMUSG00000062031,Pgghg,protein glucosylgalactosylhydroxylysine glucosidase [Source:MGI Symbol;Acc:MGI:2444047],4,17.04210821,0,,23.24837941,,,,,15.38749097,11.67463325,,,20.19712399,,,,,,,,,,,,,
9380,ENSMUSG00000020782,Llgl2,LLGL2 scribble cell polarity complex component [Source:MGI Symbol;Acc:MGI:1918843],4,17.03872342,0,,15.22860749,16.43175613,,,,,16.86408811,,,,19.97290228,,,,,,,,,,,,
9381,ENSMUSG00000111375,Btbd8,BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:3646208],4,17.03756295,0,,,,,,10.3427793,10.04712645,,,14.57326046,,,55.64088648,,,,,,,,,,,
9382,ENSMUSG00000050947,Amigo1,adhesion molecule with Ig like domain 1 [Source:MGI Symbol;Acc:MGI:2653612],4,17.00506726,0,,,,,,,10.22815576,,23.7668401,,14.59873479,,23.56293687,,,,,,,,,,,
9383,ENSMUSG00000046010,Zfp830,zinc finger protein 830 [Source:MGI Symbol;Acc:MGI:1914233],4,16.99750698,0,,,29.8595308,,15.92892958,,,10.01631977,,,17.52117232,,,,,,,,,,,,,
9384,ENSMUSG00000082768,Gm12727,predicted gene 12727 [Source:MGI Symbol;Acc:MGI:3649747],4,16.98003297,0,,18.79908445,,17.6070908,11.82398735,,,21.24055487,,,,,,,,,,,,,,,,
9385,ENSMUSG00000039623,Ap5z1,"adaptor-related protein complex 5, zeta 1 subunit [Source:MGI Symbol;Acc:MGI:1924908]",4,16.95495924,0,,21.31910158,,,,,,25.04829013,11.70858568,,13.2170818,,,,,,,,,,,,,
9386,ENSMUSG00000079575,Rbpj-ps3,"recombination signal binding protein for immunoglobulin kappa J region, pseudogene 3 [Source:MGI Symbol;Acc:MGI:96525]",4,16.95464115,0,14.34566448,,21.74919871,25.73229047,,,,10.29229045,,,,,,,,,,,,,,,,
9387,ENSMUSG00000027957,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3 [Source:MGI Symbol;Acc:MGI:1917648]",4,16.9527537,0,,,12.01172957,,,,12.40050743,,,,25.680451,21.59301864,,,,,,,,,,,,
9388,ENSMUSG00000060924,Csmd1,CUB and Sushi multiple domains 1 [Source:MGI Symbol;Acc:MGI:2137383],4,16.84079474,0,11.83817161,,,,,,31.58961381,,,10.70056237,,,20.1008665,,,,,,,,,,,
9389,ENSMUSG00000004031,Brinp2,bone morphogenic protein/retinoic acid inducible neural-specific 2 [Source:MGI Symbol;Acc:MGI:2443333],4,16.82745691,0,,11.92972442,,,10.60183964,,21.4519727,,29.55255746,,,,,,,,,,,,,,,
9390,ENSMUSG00000039427,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2384774]",4,16.79165754,0,10.13113433,30.51262685,,,,,,22.33730108,,,,11.51346125,,,,,,,,,,,,
9391,ENSMUSG00000037366,Pafah2,platelet-activating factor acetylhydrolase 2 [Source:MGI Symbol;Acc:MGI:2140321],4,16.78813529,0,,17.50464146,,,,,20.09425291,17.26146548,,,13.08299254,,,,,,,,,,,,,
9392,ENSMUSG00000034912,Mdga2,MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:MGI Symbol;Acc:MGI:2444706],4,16.77869173,0,12.85628561,,,,,,26.15873464,,10.88178395,21.65708675,,,,,,,,,,,,,,
9393,ENSMUSG00000093661,Eif4e3,eukaryotic translation initiation factor 4E member 3 [Source:MGI Symbol;Acc:MGI:1914142],4,16.74992802,0,,10.45965272,,,,,14.7538884,11.95683585,,,42.65910642,,,,,,,,,,,,,
9394,ENSMUSG00000062590,Armc9,armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045],4,16.73473531,0,,12.47400101,,,,,11.58587555,,15.80833321,,34.32848798,,,,,,,,,,,,,
9395,ENSMUSG00000062729,Ppox,protoporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104968],4,16.70762245,0,,17.4744715,,,16.30038216,,,14.55225028,,,18.79864813,,,,,,,,,,,,,
9396,ENSMUSG00000032652,Crebl2,cAMP responsive element binding protein-like 2 [Source:MGI Symbol;Acc:MGI:1889385],4,16.66580119,0,,,,,,,10.31867041,,,11.72509525,40.97053113,,,15.56299121,,,,,,,,,,
9397,ENSMUSG00000034327,Kctd9,potassium channel tetramerisation domain containing 9 [Source:MGI Symbol;Acc:MGI:2145579],4,16.65158605,0,,,11.40980535,,,,13.93925652,,,,29.15828633,16.57839879,,,,,,,,,,,,
9398,ENSMUSG00000050002,Idnk,idnK gluconokinase homolog (E. coli) [Source:MGI Symbol;Acc:MGI:1922981],4,16.64399537,0,12.99186753,,,,41.03144548,10.42827154,,13.80478392,,,,,,,,,,,,,,,,
9399,ENSMUSG00000028018,Gstcd,"glutathione S-transferase, C-terminal domain containing [Source:MGI Symbol;Acc:MGI:1914803]",4,16.62400811,0,,,11.21930185,,,,10.68072902,,11.80816926,,53.97512649,,,,,,,,,,,,,
9400,ENSMUSG00000038618,Rassf7,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:MGI Symbol;Acc:MGI:1914235],4,16.57833203,1,,20.52356289,11.34899074,,,,,17.05821298,,,,19.01164966,,,,,,,,,,0.405553383,,
9401,ENSMUSG00000048997,Atxn7l2,ataxin 7-like 2 [Source:MGI Symbol;Acc:MGI:1919772],4,16.53451129,0,,15.85695998,,,,,,13.13833421,,,12.42122679,,28.88289526,,,,,,,,,,,
9402,ENSMUSG00000031959,Wdr59,WD repeat domain 59 [Source:MGI Symbol;Acc:MGI:2442115],4,16.52743706,0,,13.1583555,,,,,13.75822722,11.29448846,,,36.49147252,,,,,,,,,,,,,
9403,ENSMUSG00000106666,Gm43587,predicted gene 43587 [Source:MGI Symbol;Acc:MGI:5663724],4,16.52441074,0,30.64609195,,,13.30353625,15.84912262,,,,,,,11.53868994,,,,,,,,,,,,
9404,ENSMUSG00000037339,Fam53a,"family with sequence similarity 53, member A [Source:MGI Symbol;Acc:MGI:1919225]",4,16.44690928,0,,22.6388943,16.51359766,,,,10.40918506,18.80284418,,,,,,,,,,,,,,,,
9405,ENSMUSG00000055912,Tmem150a,transmembrane protein 150A [Source:MGI Symbol;Acc:MGI:2385244],4,16.43776221,0,,18.25580083,,13.86313039,14.13116493,,,,,,,20.41411762,,,,,,,,,,,,
9406,ENSMUSG00000040606,Kazn,"kazrin, periplakin interacting protein [Source:MGI Symbol;Acc:MGI:1918779]",4,16.41512448,0,,,11.46049085,,,,29.14571818,,,14.10369943,15.41223769,,,,,,,,,,,,,
9407,ENSMUSG00000092086,Gm6793,predicted gene 6793 [Source:MGI Symbol;Acc:MGI:3643578],4,16.41207431,0,,12.34702963,17.90471315,,21.93695287,,,14.96055615,,,,,,,,,,,,,,,,
9408,ENSMUSG00000023755,Rhebl1,Ras homolog enriched in brain like 1 [Source:MGI Symbol;Acc:MGI:1916409],4,16.4118422,0,,11.11620976,26.38103798,,14.49340923,,,17.06908192,,,,,,,,,,,,,,,,
9409,ENSMUSG00000044339,Alkbh2,"alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase [Source:MGI Symbol;Acc:MGI:2141032]",4,16.39423158,0,,15.67272676,,,,,,15.9665943,11.20936274,,25.75292045,,,,,,,,,,,,,
9410,ENSMUSG00000025736,Jmjd8,jumonji domain containing 8 [Source:MGI Symbol;Acc:MGI:1919356],4,16.38091271,1,11.85618578,,,,,,12.49102208,,23.77924334,,20.44614239,,,,,,,,,,,0.863511928,,
9411,ENSMUSG00000010045,Tmem115,transmembrane protein 115 [Source:MGI Symbol;Acc:MGI:1930765],4,16.3758133,0,,20.40599302,,,12.95219085,,,16.17614476,,,16.820369,,,,,,,,,,,,,
9412,ENSMUSG00000025076,Casp7,caspase 7 [Source:MGI Symbol;Acc:MGI:109383],4,16.34929468,0,,,,,10.69861133,,12.58153673,11.49658812,,,46.17065268,,,,,,,,,,,,,
9413,ENSMUSG00000048039,Isg20l2,interferon stimulated exonuclease gene 20-like 2 [Source:MGI Symbol;Acc:MGI:2140076],4,16.34693337,0,,,11.53987344,,,,18.37447451,,,,30.87610838,10.90703332,,,,,,,,,,,,
9414,ENSMUSG00000043065,Spice1,spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252],4,16.30572968,0,,,11.9729227,12.49589906,,,11.04278763,,,,42.7872668,,,,,,,,,,,,,
9415,ENSMUSG00000042814,Mcts2,malignant T cell amplified sequence 2 [Source:MGI Symbol;Acc:MGI:1913655],4,16.28453825,0,10.44508773,,22.35655784,,19.94236734,,,,,,,15.10108158,,,,,,,,,,,,
9416,ENSMUSG00000041653,Pnpla3,patatin-like phospholipase domain containing 3 [Source:MGI Symbol;Acc:MGI:2151796],4,16.26287187,0,,14.63530011,,,,,,12.87091804,,,15.90719018,,,23.34448681,,,,,,,,,,
9417,ENSMUSG00000036192,Rorb,RAR-related orphan receptor beta [Source:MGI Symbol;Acc:MGI:1343464],4,16.20723776,0,,,,,,,11.6763902,,,33.08744313,14.69898931,,12.15001269,,,,,,,,,,,
9418,ENSMUSG00000075514,Gm13375,predicted gene 13375 [Source:MGI Symbol;Acc:MGI:3649913],4,16.14119765,0,11.42977532,25.62953847,,,,,,20.92829527,,11.07211759,,,,,,,,,,,,,,
9419,ENSMUSG00000030347,D6Wsu163e,"DNA segment, Chr 6, Wayne State University 163, expressed [Source:MGI Symbol;Acc:MGI:107893]",4,16.12387223,1,,,,,13.88343884,,12.67205138,11.40924215,,,33.6725974,,,,,,,,,,,0.35666797,,
9420,ENSMUSG00000026035,Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],4,16.10385139,0,,,12.49159504,,29.79096978,,,,10.79460361,,,16.74209416,,,,,,,,,,,,
9421,ENSMUSG00000040540,Gm9770,predicted gene 9770 [Source:MGI Symbol;Acc:MGI:3708545],4,16.08650216,0,,10.95465255,,26.85567029,,,,20.21091442,,11.26226961,,,,,,,,,,,,,,
9422,ENSMUSG00000006127,Inpp5k,inositol polyphosphate 5-phosphatase K [Source:MGI Symbol;Acc:MGI:1194899],4,16.04755014,0,10.90895619,,,,25.63514008,,15.11594701,,,,15.68847435,,,,,,,,,,,,,
9423,ENSMUSG00000045410,Akr1e1,"aldo-keto reductase family 1, member E1 [Source:MGI Symbol;Acc:MGI:1914758]",4,15.99327342,1,10.29253369,,,,29.61205064,,15.47800562,,,,13.86895271,,,,,,,,,,,,,0.909090909
9424,ENSMUSG00000022545,Ercc4,"excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:MGI Symbol;Acc:MGI:1354163]",4,15.98557472,0,,12.09789915,,,,,14.57285909,10.97017413,,,33.76329111,,,,,,,,,,,,,
9425,ENSMUSG00000022856,Tmem41a,transmembrane protein 41a [Source:MGI Symbol;Acc:MGI:1913914],4,15.98472141,0,,15.83015611,15.56224135,,,,,18.9333374,13.99702594,,,,,,,,,,,,,,,
9426,ENSMUSG00000003680,Taf6l,TATA-box binding protein associated factor 6 like [Source:MGI Symbol;Acc:MGI:2444957],4,15.90200336,0,,24.79442097,,,,,,19.33801631,10.56542896,,12.62276036,,,,,,,,,,,,,
9427,ENSMUSG00000082087,Gm12138,predicted gene 12138 [Source:MGI Symbol;Acc:MGI:3651749],4,15.9010999,0,,12.26321343,,11.79604853,14.31838707,,,30.86552927,,,,,,,,,,,,,,,,
9428,ENSMUSG00000078584,AU022252,expressed sequence AU022252 [Source:MGI Symbol;Acc:MGI:2140466],4,15.87017655,0,,,13.15306227,,,,17.74087194,,10.83063389,,25.09986122,,,,,,,,,,,,,
9429,ENSMUSG00000020100,Slc29a3,"solute carrier family 29 (nucleoside transporters), member 3 [Source:MGI Symbol;Acc:MGI:1918529]",4,15.85807662,0,11.26398213,11.13157687,,,,,,,30.22070801,16.68970921,,,,,,,,,,,,,,
9430,ENSMUSG00000031684,Slc10a7,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]",4,15.84909052,0,13.40342165,23.61248029,,,,,,,,,17.01396414,11.71802935,,,,,,,,,,,,
9431,ENSMUSG00000023008,Fmnl3,formin-like 3 [Source:MGI Symbol;Acc:MGI:109569],4,15.83214952,1,,13.2560491,,16.43240451,,,,15.1890614,,,18.9894931,,,,,,,,,,0.202103681,,,
9432,ENSMUSG00000038206,Fbxo8,F-box protein 8 [Source:MGI Symbol;Acc:MGI:1354696],4,15.81155349,0,,10.90145916,,,15.25161322,,,,22.08630334,,17.02059423,,,,,,,,,,,,,
9433,ENSMUSG00000074405,Zfp865,zinc finger protein 865 [Source:MGI Symbol;Acc:MGI:2442656],4,15.79767511,0,12.62647827,,,,,,27.33542513,15.68261822,,11.50657503,,,,,,,,,,,,,,
